ID;StudyID;UserID;Age;Gender;PlayingHand;DominantHand;LongNails;DominantEye;TargetID;TargetSize;TargetDistance;ColliderSize;HitType;Outset;Goal;MistakeOccured;TargetCombition;RoundID;Repetition;Clockwise;TouchID;CrossTargets;Delay;ConditionID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;TouchOffsetX;TouchOffsetY;LiftX;LiftY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;7;47;M;R;R;No;R;3;7.2;40.00001;21.6;Center;N;N;No;NN; ; ; ;10;False;1; ;20.09875;20.16602;1.041992;98.52122;73.89091;99.96439;76.10378;1.443176;2.212875;100.1568;76.00758;1.635597;2.116669;0.06726074; ; ;89.1538;88.07461;177.8967;2019/08/06 14:57:40;C
 ;12;7;47;M;R;R;No;R;3;7.2;40.00001;21.6;Goal;N;N;No;NN; ; ; ;11;False;1; ;21.14075;21.30884;1.041992;98.52122;113.8909;99.96439;114.8773;1.443176;0.9863586;99.77197;114.6848;1.250748;0.7939301;0.1680908; ; ;89.15368;88.11666;177.9351;2019/08/06 14:57:41;C
 ;12;7;47;M;R;R;No;R;4;7.2;-1;21.6;Outset;N;S;No;NS; ; ; ;12;False;1; ;23.0896;23.19092;1.948853;98.52122;113.8909;99.33901;115.3583;0.8177948;1.467415;99.29091;114.9735;0.7696915;1.082565;0.1013184; ; ;89.17718;88.0798;177.9108;2019/08/06 14:57:43;C
 ;12;7;47;M;R;R;No;R;4;7.2;40.00001;21.6;Center;N;S;No;NS; ; ; ;13;False;1; ;24.09839;24.19922;1.008789;98.52122;73.89091;99.57954;76.2;1.058327;2.30909;99.57954;76.2;1.058327;2.30909;0.1008301; ; ;89.08574;88.1431;177.9301;2019/08/06 14:57:44;C
 ;12;7;47;M;R;R;No;R;4;7.2;40;21.6;Goal;N;S;No;NS; ; ; ;14;False;1; ;25.00586;25.10669;0.9074707;98.52122;33.89091;98.90606;35.11742;0.3848419;1.226517;98.71364;34.82879;0.192421;0.9378815;0.1008301; ; ;89.0759;88.08099;177.8699;2019/08/06 14:57:45;C
 ;12;7;47;M;R;R;No;R;5;7.2;-1;21.6;Outset;E;E;No;EE; ; ; ;15;False;1; ;26.98877;27.0896;1.98291;138.5212;73.89091;138.7379;75.23788;0.2166595;1.34697;138.9303;75.04546;0.4090881;1.154549;0.1008301; ; ;89.07114;88.06461;177.853;2019/08/06 14:57:47;C
 ;12;7;47;M;R;R;No;R;5;7.2;39.99999;21.6;Center;E;E;No;EE; ; ; ;16;False;1; ;27.99707;28.0979;1.008301;98.52122;73.89091;99.19469;75.62273;0.6734772;1.731819;99.19469;75.52651;0.6734772;1.635605;0.1008301; ; ;89.15615;88.16438;177.9797;2019/08/06 14:57:48;C
 ;12;7;47;M;R;R;No;R;5;7.2;39.99999;21.6;Goal;E;E;No;EE; ; ; ;17;False;1; ;29.77734;29.87854;1.780273;138.5212;73.89091;139.6038;76.39243;1.082581;2.501518;139.4114;75.86326;0.890152;1.972351;0.1011963; ; ;89.24046;88.07274;177.9284;2019/08/06 14:57:50;C
 ;12;7;47;M;R;R;No;R;6;7.2;-1;21.6;Outset;W;S;No;WS; ; ; ;18;False;1; ;31.65955;31.76038;1.882202;58.52121;73.89091;60.13258;74.3177;1.611366;0.4267883;60.03636;74.27576;1.515152;0.3848495;0.1008301; ; ;89.04348;88.05151;177.8293;2019/08/06 14:57:52;C
 ;12;7;47;M;R;R;No;R;6;7.2;40.00001;21.6;Center;W;S;No;WS; ; ; ;19;False;1; ;32.56763;32.70215;0.9080811;98.52122;73.89091;102.1773;76.10378;3.656059;2.212875;101.3114;75.91136;2.790138;2.020454;0.1345215; ; ;89.16412;88.11024;177.9335;2019/08/06 14:57:52;C
 ;12;7;47;M;R;R;No;R;6;7.2;40;21.6;Goal;W;S;No;WS; ; ; ;20;False;1; ;33.44165;33.50891;0.8740234;98.52122;33.89091;99.86818;35.59848;1.346962;1.707577;99.86818;35.50227;1.346962;1.611362;0.06726074; ; ;89.07717;88.04134;177.8347;2019/08/06 14:57:53;C
 ;12;7;47;M;R;R;No;R;7;7.2;-1;21.6;Outset;W;W;No;WW; ; ; ;21;False;1; ;35.25684;35.35767;1.815186;58.52121;73.89091;60.604;73.40022;2.082794;-0.4906921;60.51742;73.50607;1.996212;-0.3848419;0.1008301; ; ;89.00213;88.0813;177.8371;2019/08/06 14:57:55;C
 ;12;7;47;M;R;R;No;R;7;7.2;40.00001;21.6;Center;W;W;No;WW; ; ; ;22;False;1; ;36.1637;36.2644;0.9068604;98.52122;73.89091;99.77197;76.9697;1.250748;3.078789;99.77197;76.48864;1.250748;2.597733;0.100708; ; ;89.03022;88.10236;177.8687;2019/08/06 14:57:56;C
 ;12;7;47;M;R;R;No;R;7;7.2;40.00001;21.6;Goal;W;W;No;WW; ; ; ;23;False;1; ;37.17236;37.27319;1.008667;58.52121;73.89091;58.59318;75.81515;0.07197189;1.92424;58.49697;75.84104;-0.0242424;1.950134;0.1008301; ; ;89.28933;88.09286;177.9646;2019/08/06 14:57:57;C
 ;12;7;47;M;R;R;No;R;8;7.2;-1;21.6;Outset;E;S;No;ES; ; ; ;24;False;1; ;39.15503;39.28955;1.982666;138.5212;73.89091;139.4114;75.23788;0.890152;1.34697;139.4114;74.94924;0.890152;1.058334;0.1345215; ; ;89.16996;88.05121;177.8817;2019/08/06 14:57:59;C
 ;12;7;47;M;R;R;No;R;8;7.2;39.99999;21.6;Center;E;S;No;ES; ; ; ;25;False;1; ;40.06262;40.16345;0.9075928;98.52122;73.89091;99.09849;76.00758;0.5772705;2.116669;98.90606;75.91136;0.3848419;2.020454;0.1008301; ; ;89.08582;88.20658;177.9868;2019/08/06 14:58:00;C
 ;12;7;47;M;R;R;No;R;8;7.2;40;21.6;Goal;E;S;No;ES; ; ; ;26;False;1; ;40.80359;40.87073;0.7409668;98.52122;33.89091;98.67577;35.40606;0.1545563;1.515152;98.71364;35.40606;0.192421;1.515152;0.06713867; ; ;89.2513;88.10677;177.964;2019/08/06 14:58:01;C
 ;12;7;47;M;R;R;No;R;9;7.2;-1;21.6;Outset;E;E;No;EE; ; ; ;27;False;1; ;42.65234;42.78674;1.848755;138.5212;73.89091;139.2189;76.58485;0.6977234;2.693939;139.2189;75.67084;0.6977234;1.77993;0.1343994; ; ;89.11354;88.12833;177.9289;2019/08/06 14:58:03;C
 ;12;7;47;M;R;R;No;R;9;7.2;39.99999;21.6;Center;E;E;No;EE; ; ; ;28;False;1; ;43.55981;43.66064;0.9074707;98.52122;73.89091;99.00227;76.00758;0.4810562;2.116669;98.41056;75.91136;-0.1106567;2.020454;0.1008301; ; ;89.15417;88.18122;177.994;2019/08/06 14:58:03;C
 ;12;7;47;M;R;R;No;R;9;7.2;39.99999;21.6;Goal;E;E;No;EE; ; ; ;29;False;1; ;44.46741;44.60181;0.9075928;138.5212;73.89091;138.9303;74.97966;0.4090881;1.088753;138.7379;74.37196;0.2166595;0.4810562;0.1343994; ; ;89.07027;88.2178;177.9898;2019/08/06 14:58:04;C
 ;12;7;47;M;R;R;No;R;10;7.2;-1;21.6;Outset;S;E;No;SE; ; ; ;30;False;1; ;46.38318;46.48401;1.915771;98.52122;33.89091;98.34676;35.42404;-0.1744537;1.533134;98.13636;35.79091;-0.3848572;1.900002;0.1008301; ; ;89.10581;88.20437;177.994;2019/08/06 14:58:06;C
 ;12;7;47;M;R;R;No;R;10;7.2;40;21.6;Center;S;E;No;SE; ; ; ;31;False;1; ;47.08887;47.22339;0.7056885;98.52122;73.89091;99.57954;75.33409;1.058327;1.443184;99.57954;75.33409;1.058327;1.443184;0.1345215; ; ;89.19229;88.15959;177.9901;2019/08/06 14:58:07;C
 ;12;7;47;M;R;R;No;R;10;7.2;39.99999;21.6;Goal;S;E;No;SE; ; ; ;32;False;1; ;47.82825;47.96265;0.7393799;138.5212;73.89091;138.8341;75.91136;0.3128815;2.020454;138.4492;75.04546;-0.07197571;1.154549;0.1343994; ; ;89.16848;88.14645;177.9684;2019/08/06 14:58:08;C
 ;12;7;47;M;R;R;No;R;11;7.2;-1;21.6;Outset;N;S;No;NS; ; ; ;33;False;1; ;49.71021;49.84473;1.881958;98.52122;113.8909;100.6379;114.6848;2.116661;0.7939301;100.253;114.3;1.731812;0.4090805;0.1345215; ; ;89.12753;88.05778;177.8707;2019/08/06 14:58:10;C
 ;12;7;47;M;R;R;No;R;11;7.2;40.00001;21.6;Center;N;S;No;NS; ; ; ;34;False;1; ;50.45068;50.55151;0.7404785;98.52122;73.89091;99.09849;76.77727;0.5772705;2.88636;98.90606;76.05568;0.3848419;2.164772;0.1008301; ; ;89.03081;88.11053;177.8762;2019/08/06 14:58:10;C
 ;12;7;47;M;R;R;No;R;11;7.2;40;21.6;Goal;N;S;No;NS; ; ; ;35;False;1; ;51.22363;51.32446;0.7729492;98.52122;33.89091;98.52122;34.82879;0;0.9378815;98.80984;34.82879;0.2886276;0.9378815;0.1008301; ; ;89.14967;88.10931;177.9267;2019/08/06 14:58:11;C
 ;12;7;47;M;R;R;No;R;12;7.2;-1;21.6;Outset;E;S;No;ES; ; ; ;36;False;1; ;53.23999;53.37439;2.016357;138.5212;73.89091;139.5076;75.14166;0.9863586;1.250755;139.1227;74.75681;0.6015167;0.8659058;0.1343994; ; ;89.11421;88.09459;177.8986;2019/08/06 14:58:13;C
 ;12;7;47;M;R;R;No;R;12;7.2;39.99999;21.6;Center;E;S;No;ES; ; ; ;37;False;1; ;54.14746;54.28186;0.9074707;98.52122;73.89091;99.09849;76.39243;0.5772705;2.501518;99.67576;76.00758;1.154541;2.116669;0.1343994; ; ;89.19883;88.15845;177.9917;2019/08/06 14:58:14;C
 ;12;7;47;M;R;R;No;R;12;7.2;40;21.6;Goal;E;S;No;ES; ; ; ;38;False;1; ;55.02124;55.12207;0.8737793;98.52122;33.89091;99.00227;34.34773;0.4810562;0.4568214;99.00227;34.05909;0.4810562;0.1681824;0.1008301; ; ;89.14286;88.09573;177.9116;2019/08/06 14:58:15;C
 ;12;7;47;M;R;R;No;R;13;7.2;-1;21.6;Outset;W;E;No;WE; ; ; ;39;False;1; ;56.86963;56.97046;1.848389;58.52121;73.89091;57.9197;75.23788;-0.6015129;1.34697;57.9197;75.14166;-0.6015129;1.250755;0.1008301; ; ;89.06486;88.16464;177.94;2019/08/06 14:58:17;C
 ;12;7;47;M;R;R;No;R;13;7.2;40.00001;21.6;Center;W;E;No;WE; ; ; ;40;False;1; ;57.67615;57.74341;0.8065186;98.52122;73.89091;98.90606;74.85303;0.3848419;0.9621201;99.19469;74.46819;0.6734772;0.5772781;0.06726074; ; ;89.05695;88.08547;177.8657;2019/08/06 14:58:17;C
 ;12;7;47;M;R;R;No;R;13;7.2;39.99999;21.6;Goal;W;E;No;WE; ; ; ;41;False;1; ;58.48279;58.61719;0.8066406;138.5212;73.89091;139.5076;74.17954;0.9863586;0.2886353;139.4114;73.40984;0.890152;-0.4810638;0.1343994; ; ;89.1693;88.1553;177.9768;2019/08/06 14:58:18;C
 ;12;7;47;M;R;R;No;R;14;7.2;-1;21.6;Outset;W;S;No;WS; ; ; ;42;False;1; ;60.36597;60.50049;1.883179;58.52121;73.89091;58.96363;76.68106;0.4424248;2.790154;58.88182;76.39243;0.3606071;2.501518;0.1345215; ; ;89.23257;88.09875;177.9497;2019/08/06 14:58:20;C
 ;12;7;47;M;R;R;No;R;14;7.2;40.00001;21.6;Center;W;S;No;WS; ; ; ;43;False;1; ;61.07178;61.17261;0.7058105;98.52122;73.89091;100.6379;75.71893;2.116661;1.828026;100.7341;75.52651;2.212868;1.635605;0.1008301; ; ;89.13525;88.19997;178.0029;2019/08/06 14:58:21;C
 ;12;7;47;M;R;R;No;R;14;7.2;40;21.6;Goal;W;S;No;WS; ; ; ;44;False;1; ;61.84485;61.97925;0.7730713;98.52122;33.89091;99.19469;34.63636;0.6734772;0.7454567;98.90606;34.34773;0.3848419;0.4568214;0.1343994; ; ;89.07966;88.05364;177.8469;2019/08/06 14:58:22;C
 ;12;7;47;M;R;R;No;R;15;7.2;-1;21.6;Outset;E;S;No;ES; ; ; ;45;False;1; ;63.76038;63.89478;1.915527;138.5212;73.89091;139.2189;74.94924;0.6977234;1.058334;139.2189;75.04546;0.6977234;1.154549;0.1343994; ; ;89.14905;88.09386;177.9124;2019/08/06 14:58:24;C
 ;12;7;47;M;R;R;No;R;15;7.2;39.99999;21.6;Center;E;S;No;ES; ; ; ;46;False;1; ;64.49976;64.63416;0.7393799;98.52122;73.89091;99.09849;75.81515;0.5772705;1.92424;99.39933;75.33409;0.8781128;1.443184;0.1343994; ; ;89.24046;88.09382;177.948;2019/08/06 14:58:24;C
 ;12;7;47;M;R;R;No;R;15;7.2;40;21.6;Goal;E;S;No;ES; ; ; ;47;False;1; ;65.33997;65.4408;0.84021;98.52122;33.89091;99.77197;34.63636;1.250748;0.7454567;99.67576;34.63636;1.154541;0.7454567;0.1008301; ; ;89.1273;88.0995;177.9086;2019/08/06 14:58:25;C
 ;12;7;47;M;R;R;No;R;16;7.2;-1;21.6;Outset;S;S;No;SS; ; ; ;48;False;1; ;67.25513;67.35608;1.915161;98.52122;33.89091;98.71364;35.30985;0.192421;1.418941;98.71364;35.30985;0.192421;1.418941;0.1009521; ; ;89.01695;88.20223;177.9509;2019/08/06 14:58:27;C
 ;12;7;47;M;R;R;No;R;16;7.2;40;21.6;Center;S;S;No;SS; ; ; ;49;False;1; ;68.06189;68.16272;0.8067627;98.52122;73.89091;99.38712;74.85303;0.8658981;0.9621201;99.72322;74.98088;1.202003;1.089973;0.1008301; ; ;89.1291;88.12453;177.9321;2019/08/06 14:58:28;C
 ;12;7;47;M;R;R;No;R;16;7.2;40;21.6;Goal;S;S;No;SS; ; ; ;50;False;1; ;69.03784;69.1051;0.9759521;98.52122;33.89091;99.19469;33.86667;0.6734772;-0.02423859;99.09849;33.96288;0.5772705;0.07197189;0.06726074; ; ;88.97466;88.06845;177.8129;2019/08/06 14:58:29;C
 ;12;7;47;M;R;R;No;R;17;7.2;-1;21.6;Outset;N;N;No;NN; ; ; ;51;False;1; ;70.85291;70.95374;1.815063;98.52122;113.8909;100.4455;114.8773;1.92424;0.9863586;100.5417;114.4924;2.020447;0.6015167;0.1008301; ; ;89.03777;88.22285;177.9789;2019/08/06 14:58:31;C
 ;12;7;47;M;R;R;No;R;17;7.2;40.00001;21.6;Center;N;N;No;NN; ; ; ;52;False;1; ;71.5918;71.69263;0.7388916;98.52122;73.89091;100.0606;76.29621;1.539391;2.405304;100.2741;76.30672;1.752846;2.415817;0.1008301; ; ;89.14924;88.12947;177.945;2019/08/06 14:58:31;C
 ;12;7;47;M;R;R;No;R;17;7.2;40.00001;21.6;Goal;N;N;No;NN; ; ; ;53;False;1; ;72.49927;72.63367;0.9074707;98.52122;113.8909;100.4455;115.3583;1.92424;1.467415;99.77197;114.6848;1.250748;0.7939301;0.1343994; ; ;89.17031;88.15757;177.9793;2019/08/06 14:58:32;C
 ;12;7;47;M;R;R;No;R;18;7.2;-1;21.6;Outset;N;E;No;NE; ; ; ;54;False;1; ;74.41504;74.48218;1.915771;98.52122;113.8909;98.02458;114.5731;-0.4966354;0.6821442;98.59768;114.3962;0.07646179;0.5052948;0.06713867; ; ;89.13275;88.08894;177.9013;2019/08/06 14:58:34;C
 ;12;7;47;M;R;R;No;R;18;7.2;40.00001;21.6;Center;N;E;No;NE; ; ; ;55;False;1; ;75.02002;75.12085;0.6049805;98.52122;73.89091;99.29091;74.75681;0.7696915;0.8659058;98.52122;74.17954;0;0.2886353;0.1008301; ; ;89.18405;88.20609;178.0292;2019/08/06 14:58:35;C
 ;12;7;47;M;R;R;No;R;18;7.2;39.99999;21.6;Goal;N;E;No;NE; ; ; ;56;False;1; ;75.65869;75.7594;0.6386719;138.5212;73.89091;138.353;75.06919;-0.1681824;1.178284;138.353;74.85303;-0.1681824;0.9621201;0.100708; ; ;89.14983;88.20107;178.0102;2019/08/06 14:58:36;C
 ;12;7;47;M;R;R;No;R;19;7.2;-1;21.6;Outset;N;W;No;NW; ; ; ;57;False;1; ;77.5072;77.6416;1.848511;98.52122;113.8909;98.80984;114.5886;0.2886276;0.6977158;98.80984;113.8189;0.2886276;-0.07198334;0.1343994; ; ;89.22707;88.07439;177.9249;2019/08/06 14:58:37;C
 ;12;7;47;M;R;R;No;R;19;7.2;40.00001;21.6;Center;N;W;No;NW; ; ; ;58;False;1; ;78.07861;78.21301;0.5714111;98.52122;73.89091;99.96439;75.91136;1.443176;2.020454;99.86818;75.14166;1.346962;1.250755;0.1343994; ; ;89.14198;88.16416;177.9735;2019/08/06 14:58:38;C
 ;12;7;47;M;R;R;No;R;19;7.2;40.00001;21.6;Goal;N;W;No;NW; ; ; ;59;False;1; ;78.65247;78.78723;0.5738525;58.52121;73.89091;57.72727;74.66061;-0.7939377;0.7696991;57.72727;74.66061;-0.7939377;0.7696991;0.1347656; ; ;89.2542;88.19155;178.0436;2019/08/06 14:58:39;C
 ;12;7;47;M;R;R;No;R;20;7.2;-1;21.6;Outset;S;S;No;SS; ; ; ;60;False;1; ;80.53528;80.63623;1.882813;98.52122;33.89091;98.32878;36.36818;-0.1924362;2.477272;98.32878;36.46439;-0.1924362;2.573486;0.1009521; ; ;89.1226;88.17478;177.9746;2019/08/06 14:58:40;C
 ;12;7;47;M;R;R;No;R;20;7.2;40;21.6;Center;S;S;No;SS; ; ; ;61;False;1; ;81.30847;81.4093;0.7731934;98.52122;73.89091;100.7341;74.56439;2.212868;0.6734848;100.4455;74.85465;1.92424;0.9637451;0.1008301; ; ;89.02999;88.09486;177.862;2019/08/06 14:58:41;C
 ;12;7;47;M;R;R;No;R;20;7.2;40;21.6;Goal;S;S;No;SS; ; ; ;62;False;1; ;82.18274;82.28357;0.8742676;98.52122;33.89091;98.32878;32.5197;-0.1924362;-1.371212;98.71364;32.5197;0.192421;-1.371212;0.1008301; ; ;89.17178;88.06953;177.8992;2019/08/06 14:58:42;C
 ;12;7;47;M;R;R;No;R;21;7.2;-1;21.6;Outset;S;N;No;SN; ; ; ;63;False;1; ;84.06494;84.16589;1.882202;98.52122;33.89091;98.61742;35.33178;0.09620667;1.440868;98.71364;35.50227;0.192421;1.611362;0.1009521; ; ;89.18266;88.17484;178.0001;2019/08/06 14:58:44;C
 ;12;7;47;M;R;R;No;R;21;7.2;40;21.6;Center;S;N;No;SN; ; ; ;64;False;1; ;84.70386;84.83838;0.638916;98.52122;73.89091;99.29091;76.9697;0.7696915;3.078789;99.29091;76.00758;0.7696915;2.116669;0.1345215; ; ;89.19846;88.10133;177.9389;2019/08/06 14:58:45;C
 ;12;7;47;M;R;R;No;R;21;7.2;40.00001;21.6;Goal;S;N;No;SN; ; ; ;65;False;1; ;85.4436;85.51086;0.7397461;98.52122;113.8909;101.0227;113.6265;2.501511;-0.2643967;101.0227;113.6265;2.501511;-0.2643967;0.06726074; ; ;89.06487;88.12951;177.9086;2019/08/06 14:58:45;C
 ;12;7;47;M;R;R;No;R;22;7.2;-1;21.6;Outset;W;N;No;WN; ; ; ;66;False;1; ;87.29199;87.42639;1.848389;58.52121;73.89091;59.07424;74.08334;0.5530281;0.1924286;58.97803;74.17954;0.4568214;0.2886353;0.1343994; ; ;89.23932;88.12621;177.9776;2019/08/06 14:58:47;C
 ;12;7;47;M;R;R;No;R;22;7.2;40.00001;21.6;Center;W;N;No;WN; ; ; ;67;False;1; ;87.83044;87.99854;0.5384521;98.52122;73.89091;99.09849;76.00758;0.5772705;2.116669;99.77197;75.62273;1.250748;1.731819;0.1680908; ; ;89.12199;88.10323;177.9098;2019/08/06 14:58:48;C
 ;12;7;47;M;R;R;No;R;22;7.2;40.00001;21.6;Goal;W;N;No;WN; ; ; ;68;False;1; ;88.56982;88.67065;0.7393799;98.52122;113.8909;99.19469;114.3962;0.6734772;0.5052948;99.38712;114.3962;0.8658981;0.5052948;0.1008301; ; ;89.08663;88.15194;177.9383;2019/08/06 14:58:48;C
 ;12;7;47;M;R;R;No;R;23;7.2;-1;21.6;Outset;N;E;No;NE; ; ; ;69;False;1; ;90.35168;90.48608;1.78186;98.52122;113.8909;99.86818;114.7811;1.346962;0.8901443;100.1568;114.2038;1.635597;0.3128662;0.1343994; ; ;89.07306;88.0967;177.8828;2019/08/06 14:58:50;C
 ;12;7;47;M;R;R;No;R;23;7.2;40.00001;21.6;Center;N;E;No;NE; ; ; ;70;False;1; ;90.95667;91.09106;0.6049805;98.52122;73.89091;98.61742;74.46819;0.09620667;0.5772781;99.30148;75.01543;0.7802582;1.124519;0.1343994; ; ;89.17783;88.17976;178.0026;2019/08/06 14:58:51;C
 ;12;7;47;M;R;R;No;R;23;7.2;39.99999;21.6;Goal;N;E;No;NE; ; ; ;71;False;1; ;91.62878;91.72961;0.6721191;138.5212;73.89091;139.6038;74.56439;1.082581;0.6734848;139.2189;74.37196;0.6977234;0.4810562;0.1008301; ; ;89.12146;88.08802;177.8957;2019/08/06 14:58:51;C
 ;12;7;47;M;R;R;No;R;24;7.2;-1;21.6;Outset;W;E;No;WE; ; ; ;72;False;1; ;93.57825;93.67908;1.949463;58.52121;73.89091;57.9197;75.43031;-0.6015129;1.539398;58.20834;75.14166;-0.3128738;1.250755;0.1008301; ; ;89.14105;88.1199;177.9327;2019/08/06 14:58:53;C
 ;12;7;47;M;R;R;No;R;24;7.2;40.00001;21.6;Center;W;E;No;WE; ; ; ;73;False;1; ;94.25049;94.35132;0.6722412;98.52122;73.89091;100.1568;75.14166;1.635597;1.250755;100.253;75.23788;1.731812;1.34697;0.1008301; ; ;89.22592;88.07156;177.9219;2019/08/06 14:58:54;C
 ;12;7;47;M;R;R;No;R;24;7.2;39.99999;21.6;Goal;W;E;No;WE; ; ; ;74;False;1; ;94.9563;95.05713;0.7058105;138.5212;73.89091;139.1543;75.46191;0.6331177;1.570999;139.1227;75.33409;0.6015167;1.443184;0.1008301; ; ;89.20554;88.19994;178.0324;2019/08/06 14:58:55;C
 ;12;7;47;M;R;R;No;R;25;7.2;-1;21.6;Outset;N;N;No;NN; ; ; ;75;False;1; ;96.9071;97.00793;1.950806;98.52122;113.8909;99.67576;114.6665;1.154541;0.7755432;99.67576;114.4924;1.154541;0.6015167;0.1008301; ; ;89.11938;88.11876;177.9227;2019/08/06 14:58:57;C
 ;12;7;47;M;R;R;No;R;25;7.2;40.00001;21.6;Center;N;N;No;NN; ; ; ;76;False;1; ;97.61279;97.68005;0.7056885;98.52122;73.89091;100.3492;75.71893;1.828018;1.828026;100.0606;75.71893;1.539391;1.828026;0.06726074; ; ;89.11607;88.06349;177.8711;2019/08/06 14:58:57;C
 ;12;7;47;M;R;R;No;R;25;7.2;40.00001;21.6;Goal;N;N;No;NN; ; ; ;77;False;1; ;98.62195;98.72278;1.009155;98.52122;113.8909;101.0227;115.1659;2.501511;1.274994;101.1333;114.9878;2.612068;1.096916;0.1008301; ; ;89.08704;88.22304;178.0021;2019/08/06 14:58:58;C
 ;12;7;47;M;R;R;No;R;26;7.2;-1;21.6;Outset;W;N;No;WN; ; ; ;78;False;1; ;100.47;100.5708;1.848022;58.52121;73.89091;58.97803;74.85303;0.4568214;0.9621201;58.40076;74.46819;-0.1204529;0.5772781;0.1008301; ; ;89.13632;88.16708;177.9738;2019/08/06 14:59:00;C
 ;12;7;47;M;R;R;No;R;26;7.2;40.00001;21.6;Center;W;N;No;WN; ; ; ;79;False;1; ;101.1086;101.1759;0.6386719;98.52122;73.89091;99.57954;75.43031;1.058327;1.539398;99.29091;75.33409;0.7696915;1.443184;0.06726074; ; ;89.20535;88.19247;178.0254;2019/08/06 14:59:01;C
